 ID, Name, Parameters, Thread, Context, % Shaders Busy, Clocks
,glUniform4fv,( location = 62; count = 3; value = 0x906425832 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 48; value = 0x418369232 ),0x65CD,77,,
,glUniform4fv,( location = 66; count = 7; value = 0x856080768 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 15028 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15024 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 3; type = GL_FLOAT; normalized = 0; stride = 12; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15025 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 15026 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 3 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 8 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 9 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 10 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 11 ),0x65CD,77,,
90,glDrawElements,( mode = GL_TRIANGLES; count = 2856; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,23.99,9368
,glStencilFuncSeparate,( face = 1029; func = 519; ref = 1; mask = 255 ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1028; func = 519; ref = 1; mask = 255 ),0x65CD,77,,
,glUseProgram,( program = 1689 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11325 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11329 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11324 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11323 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE4 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11326 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE5 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_CUBE_MAP; texture = 11304 ),0x65CD,77,,
,glBindSampler,( unit = 5; sampler = 4 ),0x65CD,77,,
,glUniform4fv,( location = 227; count = 8; value = 0x853612168 ),0x65CD,77,,
,glUniform4fv,( location = 225; count = 2; value = 0x954097976 ),0x65CD,77,,
,glUniform4fv,( location = 246; count = 3; value = 0x906426448 ),0x65CD,77,,
,glUniform4fv,( location = 236; count = 9; value = 0x419652576 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 1; value = 0x169156784 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880929736 ),0x65CD,77,,
,glUniform4fv,( location = 249; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 319; count = 4; value = 0x893183136 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 6; value = 0x324903800 ),0x65CD,77,,
,glUniform4fv,( location = 323; count = 2; value = 0x954097936 ),0x65CD,77,,
,glUniform4fv,( location = 326; count = 6; value = 0x324902240 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13356 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13357 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13358 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 2 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 5 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13359 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 5; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 6 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 6; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 8; ptr = 0x4 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 6; divisor = 0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 3 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13360 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
91,glDrawElements,( mode = GL_TRIANGLES; count = 14511; type = GL_UNSIGNED_SHORT; indices = 0x5712 ),0x65CD,77,49.66,13380
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11321 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11320 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11319 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE4 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11322 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880926016 ),0x65CD,77,,
,glUniform4fv,( location = 249; count = 1; value = 0x169156568 ),0x65CD,77,,
,glUniform4fv,( location = 326; count = 6; value = 0x324901720 ),0x65CD,77,,
92,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,18.88,8628
,glStencilFuncSeparate,( face = 1029; func = 519; ref = 0; mask = 255 ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1028; func = 519; ref = 0; mask = 255 ),0x65CD,77,,
,glUseProgram,( program = 1690 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11408 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE4 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE5 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_CUBE_MAP; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 227; count = 8; value = 0x853614072 ),0x65CD,77,,
,glUniform4fv,( location = 225; count = 2; value = 0x954098216 ),0x65CD,77,,
,glUniform4fv,( location = 244; count = 2; value = 0x954097616 ),0x65CD,77,,
,glUniform4fv,( location = 243; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 246; count = 3; value = 0x906426728 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853614480 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
,glUniform4fv,( location = 254; count = 2; value = 0x954097856 ),0x65CD,77,,
,glUniform4fv,( location = 249; count = 5; value = 0x881686152 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13988 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13989 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13990 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13991 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 5; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13992 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 6 ),0x65CD,77,,
93,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,28.88,9008
,glUniform4fv,( location = 246; count = 3; value = 0x906425272 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
94,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,19.13,8371
,glUniform4fv,( location = 246; count = 3; value = 0x906425272 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853612304 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
95,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,27.81,9035
,glUniform4fv,( location = 246; count = 3; value = 0x906426672 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853613256 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880929736 ),0x65CD,77,,
96,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,20.75,8875
,glUniform4fv,( location = 246; count = 3; value = 0x906426784 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853611896 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
97,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,24.78,9159
,glUniform4fv,( location = 246; count = 3; value = 0x906425944 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853613664 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880929736 ),0x65CD,77,,
98,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,28.5,9066
,glUniform4fv,( location = 246; count = 3; value = 0x906426224 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853613528 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
99,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,28.9,9055
,glUniform4fv,( location = 246; count = 3; value = 0x906425496 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853615976 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880926016 ),0x65CD,77,,
100,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,24.55,10041
,glUniform4fv,( location = 246; count = 3; value = 0x906426336 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853612304 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880940896 ),0x65CD,77,,
101,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,27.61,9185
,glUniform4fv,( location = 246; count = 3; value = 0x906425776 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853611896 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880933456 ),0x65CD,77,,
102,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,24.92,8945
,glUniform4fv,( location = 246; count = 3; value = 0x906425496 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853615432 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
103,glDrawElements,( mode = GL_TRIANGLES; count = 1416; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,27.87,9052
,glUniform4fv,( location = 246; count = 3; value = 0x906426728 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 8; value = 0x853614480 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
104,glDrawElements,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,10.61,10769
,glStencilFuncSeparate,( face = 1029; func = 519; ref = 5; mask = 255 ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1028; func = 519; ref = 5; mask = 255 ),0x65CD,77,,
,glUseProgram,( program = 1691 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11316 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11153 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 11328 ),0x65CD,77,,
,glUniform4fv,( location = 227; count = 8; value = 0x853615704 ),0x65CD,77,,
,glUniform4fv,( location = 225; count = 2; value = 0x954098256 ),0x65CD,77,,
,glUniform4fv,( location = 246; count = 3; value = 0x906426504 ),0x65CD,77,,
,glUniform4fv,( location = 236; count = 10; value = 0x444491456 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 1; value = 0x169156328 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880922296 ),0x65CD,77,,
,glUniform4fv,( location = 249; count = 1; value = 0x169156328 ),0x65CD,77,,
,glUniform4fv,( location = 316; count = 4; value = 0x893184288 ),0x65CD,77,,
,glUniform4fv,( location = 313; count = 3; value = 0x906425160 ),0x65CD,77,,
,glUniform4fv,( location = 320; count = 2; value = 0x954098136 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 13415 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13416 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13417 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13418 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 5; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 6 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 6; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 8; ptr = 0x4 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 13419 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
105,glDrawElements,( mode = GL_TRIANGLES; count = 510; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,12.61,8859
,glUniform4fv,( location = 246; count = 3; value = 0x906426560 ),0x65CD,77,,
,glUniform4fv,( location = 236; count = 10; value = 0x444488768 ),0x65CD,77,,
,glUniform4fv,( location = 235; count = 1; value = 0x169156616 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880922296 ),0x65CD,77,,
,glUniform4fv,( location = 249; count = 1; value = 0x169156688 ),0x65CD,77,,
,glUniform4fv,( location = 320; count = 2; value = 0x954097496 ),0x65CD,77,,
106,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,40.61,11798
,glUseProgram,( program = 1692 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 8059 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10490 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 7641 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10491 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE4 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10489 ),0x65CD,77,,
,glUniform4fv,( location = 225; count = 8; value = 0x853615568 ),0x65CD,77,,
,glUniform4fv,( location = 242; count = 3; value = 0x906425496 ),0x65CD,77,,
,glUniform4fv,( location = 233; count = 9; value = 0x419652576 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
,glUniform4fv,( location = 245; count = 12; value = 0x862180200 ),0x65CD,77,,
,glUniform4fv,( location = 257; count = 1; value = 0x169156760 ),0x65CD,77,,
,glUniform4fv,( location = 258; count = 4; value = 0x893184000 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 12946 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12947 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12948 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 2; size = 2; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x2 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12949 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 5; size = 2; type = GL_HALF_FLOAT; normalized = 0; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12950 ),0x65CD,77,,
,glVertexAttribIPointer,( index = 3; size = 4; type = GL_UNSIGNED_BYTE; stride = 8; pointer = PointerData ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 8; ptr = 0x4 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 6 ),0x65CD,77,,
107,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,39.74,11454
,glUniform4fv,( location = 242; count = 3; value = 0x906426336 ),0x65CD,77,,
,glUniform4fv,( location = 233; count = 9; value = 0x419652576 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880918576 ),0x65CD,77,,
,glUniform4fv,( location = 257; count = 1; value = 0x169156640 ),0x65CD,77,,
,glUniform4fv,( location = 258; count = 4; value = 0x893182776 ),0x65CD,77,,
108,glDrawElements,( mode = GL_TRIANGLES; count = 4488; type = GL_UNSIGNED_SHORT; indices = 0x0 ),0x65CD,77,43.69,11977
,glUniform4fv,( location = 242; count = 3; value = 0x906426672 ),0x65CD,77,,
,glUniform4fv,( location = 233; count = 9; value = 0x419652576 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 225; value = 0x880937176 ),0x65CD,77,,
,glUniform4fv,( location = 257; count = 1; value = 0x169156448 ),0x65CD,77,,
,glUniform4fv,( location = 258; count = 4; value = 0x893182488 ),0x65CD,77,,
109,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 288; type = GL_UNSIGNED_SHORT; primcount = 2; indices =          0 ),0x65CD,77,19.88,9416
,glStencilFuncSeparate,( face = 1029; func = 519; ref = 0; mask = 255 ),0x65CD,77,,
,glStencilFuncSeparate,( face = 1028; func = 519; ref = 0; mask = 255 ),0x65CD,77,,
,glUseProgram,( program = 1693 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE0 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 10464 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE1 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE2 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE3 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glActiveTexture,( texture = GL_TEXTURE4 ),0x65CD,77,,
,glBindTexture,( target = GL_TEXTURE_2D; texture = 0 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 15; value = 0x877877632 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 3; value = 0x906425776 ),0x65CD,77,,
,glUniform4fv,( location = 33; count = 1; value = 0x169156088 ),0x65CD,77,,
,glUniform4fv,( location = 34; count = 7; value = 0x856081728 ),0x65CD,77,,
,glBindBuffer,( target = GL_ELEMENT_ARRAY_BUFFER; buffer = 12926 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12929 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 0; size = 4; type = GL_SHORT; normalized = 1; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12927 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 1; size = 4; type = GL_UNSIGNED_BYTE; normalized = 1; stride = 4; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 12928 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 4; size = 4; type = GL_HALF_FLOAT; normalized = 0; stride = 8; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 8 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14077 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 8; size = 4; type = GL_FLOAT; normalized = 0; stride = 16; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 9 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14078 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 9; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 10 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 10; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x16 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 11 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 11; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x32 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 14 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14080 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 14; size = 4; type = GL_FLOAT; normalized = 0; stride = 16; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 6 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 2729 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 6; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 7 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 7; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
,glVertexAttribDivisor,( index = 7; divisor = 0 ),0x65CD,77,,
,glEnableVertexAttribArray,( index = 13 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 13; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 2 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 3 ),0x65CD,77,,
,glDisableVertexAttribArray,( index = 5 ),0x65CD,77,,
110,glDrawElementsInstanced,( mode = GL_TRIANGLES; count = 288; type = GL_UNSIGNED_SHORT; primcount = 20; indices =          0 ),0x65CD,77,56.94,13944
,glUseProgram,( program = 1694 ),0x65CD,77,,
,glUniform4fv,( location = 0; count = 15; value = 0x877876392 ),0x65CD,77,,
,glUniform4fv,( location = 26; count = 3; value = 0x906425048 ),0x65CD,77,,
,glUniform4fv,( location = 33; count = 1; value = 0x169156616 ),0x65CD,77,,
,glUniform4fv,( location = 34; count = 7; value = 0x856080768 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14081 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 8; size = 4; type = GL_FLOAT; normalized = 0; stride = 16; ptr = 0x0 ),0x65CD,77,,
,glBindBuffer,( target = GL_ARRAY_BUFFER; buffer = 14082 ),0x65CD,77,,
,glVertexAttribPointer,( indx = 9; size = 4; type = GL_FLOAT; normalized = 0; stride = 48; ptr = 0x0 ),0x65CD,77,,
